区分,薬価基準収載医薬品コード,成分名,規格,Unnamed: 4,Unnamed: 5,Unnamed: 6,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,2329029M1078,エソメプラゾールマグネシウム水和物,１０ｍｇ１カプセル,,,,エソメプラゾールカプセル１０ｍｇ「サワイ」,沢井製薬,後発品,,,21.7,,
内用薬,2329029M1086,エソメプラゾールマグネシウム水和物,１０ｍｇ１カプセル,,,,エソメプラゾールカプセル１０ｍｇ「トーワ」,東和薬品,後発品,,,21.7,,
内用薬,2329029M1094,エソメプラゾールマグネシウム水和物,１０ｍｇ１カプセル,,,,エソメプラゾールカプセル１０ｍｇ「日新」,日新製薬（山形）,後発品,,,21.7,,
内用薬,2329029M1108,エソメプラゾールマグネシウム水和物,１０ｍｇ１カプセル,,,,エソメプラゾールカプセル１０ｍｇ「ニプロ」,ニプロ,後発品,,,21.7,,
内用薬,2329029M2023,エソメプラゾールマグネシウム水和物,２０ｍｇ１カプセル,,,,ネキシウムカプセル２０ｍｇ,アストラゼネカ,,先発品,○,59.3,,
内用薬,2329029M2031,エソメプラゾールマグネシウム水和物,２０ｍｇ１カプセル,,,,エソメプラゾールカプセル２０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,37.8,,
内用薬,2329029M2040,エソメプラゾールマグネシウム水和物,２０ｍｇ１カプセル,,,,エソメプラゾールカプセル２０ｍｇ「ＹＤ」,陽進堂,後発品,,,37.8,,
内用薬,2329029M2058,エソメプラゾールマグネシウム水和物,２０ｍｇ１カプセル,,,,エソメプラゾールカプセル２０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,37.8,,
内用薬,2329029M2066,エソメプラゾールマグネシウム水和物,２０ｍｇ１カプセル,,,,エソメプラゾールカプセル２０ｍｇ「ケミファ」,日本ケミファ,後発品,,,37.8,,
内用薬,2329029M2074,エソメプラゾールマグネシウム水和物,２０ｍｇ１カプセル,,,,エソメプラゾールカプセル２０ｍｇ「サワイ」,沢井製薬,後発品,,,37.8,,
内用薬,2329029M2082,エソメプラゾールマグネシウム水和物,２０ｍｇ１カプセル,,,,エソメプラゾールカプセル２０ｍｇ「トーワ」,東和薬品,後発品,,,37.8,,
内用薬,2329029M2090,エソメプラゾールマグネシウム水和物,２０ｍｇ１カプセル,,,,エソメプラゾールカプセル２０ｍｇ「日新」,日新製薬（山形）,後発品,,,37.8,,
内用薬,2329029M2104,エソメプラゾールマグネシウム水和物,２０ｍｇ１カプセル,,,,エソメプラゾールカプセル２０ｍｇ「ニプロ」,ニプロ,後発品,,,37.8,,
内用薬,2329030F1020,ボノプラザンフマル酸塩,１０ｍｇ１錠,,,,タケキャブ錠１０ｍｇ,武田薬品工業,,先発品,,94.3,,
内用薬,2329030F2027,ボノプラザンフマル酸塩,２０ｍｇ１錠,,,,タケキャブ錠２０ｍｇ,武田薬品工業,,先発品,,141.0,,
内用薬,2329030F3023,ボノプラザンフマル酸塩,１０ｍｇ１錠,,,,タケキャブＯＤ錠１０ｍｇ,武田薬品工業,,先発品,,94.3,,
内用薬,2329030F4020,ボノプラザンフマル酸塩,２０ｍｇ１錠,,,,タケキャブＯＤ錠２０ｍｇ,武田薬品工業,,先発品,,141.0,,
内用薬,2329107D1100,ジサイクロミン・水酸化アルミニウム配合剤,１ｇ,,,,レスポリックス配合顆粒,鶴原製薬,後発品,,,8.6,,
内用薬,2329116R1041,アルギン酸ナトリウム,１ｇ,,,,アルロイドＧ顆粒溶解用６７％,カイゲンファーマ,,,,14.8,,
内用薬,2329116S1094,アルギン酸ナトリウム,１０ｍＬ,,,,アルロイドＧ内用液５％,カイゲンファーマ,,,,10.4,,
内用薬,2329122D1414,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,マーズレンＳ配合顆粒,寿製薬,,準先発品,○,9.6,,
内用薬,2329122D1422,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,マナミンＧＡ配合顆粒,鶴原製薬,後発品,,,6.7,,
内用薬,2329122D1465,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,アズレンスルホン酸ナトリウム・Ｌ－グルタミン配合顆粒「クニヒロ」,皇漢堂製薬,後発品,,,6.7,,
内用薬,2329122F1032,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１錠,,,,マーズレン配合錠１．０ＥＳ,寿製薬,,,,10.4,,
内用薬,2329122F2020,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１錠,,,,マーズレン配合錠０．５ＥＳ,寿製薬,,,,7.1,,
内用薬,2329122F3027,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１錠,,,,マーズレン配合錠０．３７５ＥＳ,寿製薬,,,,6.1,,
内用薬,2331001X1010,含糖ペプシン,１０ｇ,局,,,含糖ペプシン,,,,,19.6,,
内用薬,2331003X1019,ジアスターゼ,１０ｇ,局,,,ジアスターゼ,,,,,24.2,,
内用薬,2331003X1094,ジアスターゼ,１０ｇ,局,,,ジアスターゼ　シオエ,シオエ製薬,,,,31.3,,
内用薬,2331003X1191,ジアスターゼ,１０ｇ,局,,※,ジアスターゼ（山善）,山善製薬,,,,27.4,,
内用薬,2331003X1230,ジアスターゼ,１０ｇ,局,,,ジアスターゼ「ニッコー」,日興製薬,,,,28.1,,
内用薬,2331006X1012,パンクレアチン,１ｇ,局,,,パンクレアチン,,,,,7.7,,
内用薬,2331006X1195,パンクレアチン,１ｇ,局,,,パンクレアチン「ヨシダ」,吉田製薬,,,,9.1,,
内用薬,2331007D1029,パンクレリパーゼ,３００ｍｇ１包,,,,リパクレオン顆粒３００ｍｇ分包,ヴィアトリス製薬,,先発品,,56.4,,
内用薬,2331007M1029,パンクレリパーゼ,１５０ｍｇ１カプセル,,,,リパクレオンカプセル１５０ｍｇ,ヴィアトリス製薬,,先発品,,30.1,,
内用薬,2332001X1017,乾燥酵母,１０ｇ,局,,,乾燥酵母,,,,,29.7,,
内用薬,2332001X1084,乾燥酵母,１０ｇ,局,,,乾燥酵母エビオス,アサヒグループ食品,,,,30.5,,
内用薬,2333001X1014,苦味チンキ,１０ｍＬ,局,,,苦味チンキ,,,,,16.0,,
内用薬,2333001X1227,苦味チンキ,１０ｍＬ,局,,,苦味チンキ「ニッコー」,日興製薬,,,,17.2,,
内用薬,2333002X1019,コンズランゴ流エキス,１ｍＬ,局,,,コンズランゴ流エキス,,,,,15.7,,
内用薬,2333004Q1013,トウヒ,１０ｍＬ,局,,,トウヒシロップ,,,,,13.0,,
内用薬,2333004S1010,トウヒチンキ,１ｍＬ,局,,,トウヒチンキ,,,,,10.5,,
内用薬,2333005B1015,ホミカエキス,１ｇ,局,,,ホミカエキス散,,,,,7.7,,
内用薬,2333005X1012,ホミカエキス,１ｇ,局,,,ホミカエキス,,,,,7.9,,
内用薬,2333006X1017,ホミカチンキ,１０ｍＬ,局,,,ホミカチンキ,,,,,67.3,,
内用薬,2334001X1011,ケイヒ油,１ｍＬ,局,,,ケイヒ油,,,,,10.7,,
内用薬,2335001X1019,希塩酸,１０ｍＬ,局,,,希塩酸,,,,,9.3,,
内用薬,2339003B1192,β－ガラクトシダーゼ（アスペルギルス）,５０％１ｇ,,,,ガランターゼ散５０％,ニプロ,,先発品,,24.1,,
内用薬,2339004C1036,β－ガラクトシダーゼ（ペニシリウム）,５０％１ｇ,,,,ミルラクト細粒５０％,高田製薬,,先発品,,54.1,,
内用薬,2339101B1027,炭酸水素ナトリウム・ニガキ,１ｇ,,,,健胃散「スズ」,鈴粉末薬品,,,,6.5,,
内用薬,2339105X1022,炭酸水素ナトリウム・ゲンチアナ末配合剤,１ｇ,,,,重散,三恵薬品,後発品,,,6.5,R8.3.31まで,
内用薬,2339106B1011,センブリ・重曹,１ｇ,局,,,センブリ・重曹散,,,,,7.2,,
内用薬,2339106B1160,センブリ・重曹,１ｇ,局,,,センブリ・重曹散「メタル」,中北薬品,,,,7.7,,
内用薬,2339106B1194,センブリ・重曹,１ｇ,局,,,センブリ・重曹散「ヨシダ」,吉田製薬,,,,7.7,,
内用薬,2339161P1042,ビオヂアスターゼ１０００配合剤,１カプセル,,,,フェンラーゼ配合カプセル,日医工ファーマ,後発品,,,6.1,,
内用薬,2339163D1037,膵臓性消化酵素配合剤,１ｇ,,,,ベリチーム配合顆粒,共和薬品工業,,,,26.2,,
内用薬,2339177B1038,タカヂアスターゼ・生薬配合剤,１ｇ,,,,Ｓ・Ｍ配合散,アルフレッサファーマ,,,,6.5,,
内用薬,2339178B1040,ジアスターゼ・生薬配合剤,１ｇ,,,,ＨＭ散,小西製薬,後発品,,,5.9,,
内用薬,2339178B1075,ジアスターゼ・生薬配合剤,１ｇ,,,,ＮＩＭ配合散,日医工,後発品,,,5.9,,
内用薬,2339181B1034,ビオヂアスターゼ・生薬配合剤,１ｇ,,,,Ｍ・Ｍ配合散,日新製薬（山形）,,,,6.5,,
内用薬,2339185B1024,ジアスターゼ・生薬配合剤,１ｇ,,,,ＫＭ散,東和薬品,,,,6.5,,
内用薬,2339193B1029,ビオヂアスターゼ・生薬配合剤,１ｇ,,,,ＹＭ散「イセイ」,コーアイセイ,,,,6.5,,
内用薬,2339226D1034,ビオヂアスターゼ２０００配合剤,１ｇ,,,,ケイラーゼＳＡ配合顆粒,三恵薬品,後発品,,,9.8,,
内用薬,2339265F1027,ビオヂアスターゼ２０００配合剤,１錠,,,,マックターゼ配合錠,沢井製薬,後発品,,,5.9,,
内用薬,2339266B1020,カンゾウ末配合剤,１ｇ,,,,つくしＡ・Ｍ配合散,富士フイルム富山化学,,,,6.5,,
内用薬,2343001X1010,合成ケイ酸アルミニウム,１０ｇ,局,,,合成ケイ酸アルミニウム,,,,,19.4,,
内用薬,2343002X1015,天然ケイ酸アルミニウム,１０ｇ,局,,,天然ケイ酸アルミニウム,,,,,7.7,,
内用薬,2343005C1017,乾燥水酸化アルミニウムゲル,１ｇ,局,,,乾燥水酸化アルミニウムゲル細粒,,,,,7.2,,
内用薬,2343005X1019,乾燥水酸化アルミニウムゲル,１ｇ,局,,,乾燥水酸化アルミニウムゲル,,,,,7.5,,
内用薬,2344001X1018,ケイ酸マグネシウム,１０ｇ,局,,,ケイ酸マグネシウム,,,,,7.0,,
内用薬,2344002X1012,酸化マグネシウム,１０ｇ,局,,,酸化マグネシウム,,,,,9.3,,
内用薬,2344002X1055,酸化マグネシウム,１０ｇ,局,,,重質酸化マグネシウム「ケンエー」,健栄製薬,,,,15.6,,
内用薬,2344002X1063,酸化マグネシウム,１０ｇ,局,,,酸化マグネシウム「コザカイ・Ｍ」,小堺製薬,,,,11.3,,
内用薬,2344002X1080,酸化マグネシウム,１０ｇ,局,,,重質酸化マグネシウム　シオエ,シオエ製薬,,,,15.6,,
内用薬,2344002X1098,酸化マグネシウム,１０ｇ,局,,,重質酸化マグネシウム〈ハチ〉,東洋製薬化成,,,,10.0,R8.3.31まで,
内用薬,2344002X1101,酸化マグネシウム,１０ｇ,局,,,重質酸化マグネシウム「東海」,大成薬品工業,,,,15.6,,
内用薬,2344002X1217,酸化マグネシウム,１０ｇ,局,,,重質酸化マグネシウム「ニッコー」,日興製薬,,,,16.5,,
内用薬,2344002X1241,酸化マグネシウム,１０ｇ,局,,,重カマ「ヨシダ」,吉田製薬,,,,16.5,,
内用薬,2344002X1314,酸化マグネシウム,１０ｇ,局,,,酸化マグネシウム「ＪＧ」,日本ジェネリック,,,,10.0,,
内用薬,2344002X1322,酸化マグネシウム,１０ｇ,局,,,酸化マグネシウム原末「マルイシ」,丸石製薬,,,,15.6,,
内用薬,2344002X1349,酸化マグネシウム,１０ｇ,局,,,酸化マグネシウム「ＮＰ」原末,ニプロ,,,,15.6,,
内用薬,2344003F1038,水酸化マグネシウム,３５０ｍｇ１錠,,,,ミルマグ錠３５０ｍｇ,エムジーファーマ,,,,5.9,,
内用薬,2344003S2024,水酸化マグネシウム,７．２％１０ｍＬ,,,,ミルマグ内用懸濁液７．２％,エムジーファーマ,,,,14.0,,
内用薬,2344004X1011,炭酸水素ナトリウム,１０ｇ,局,,,炭酸水素ナトリウム,,,,,7.7,,
内用薬,2344004X1119,炭酸水素ナトリウム,１０ｇ,局,,,炭酸水素ナトリウム　シオエ,シオエ製薬,,,,9.2,,
内用薬,2344005F1061,炭酸水素ナトリウム,５００ｍｇ１錠,,,,炭酸水素ナトリウム錠５００ｍｇ「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,後発品,,,5.9,,
内用薬,2344007X1015,沈降炭酸カルシウム,１０ｇ,局,,,沈降炭酸カルシウム,,,,,7.7,,
内用薬,2344007X1031,沈降炭酸カルシウム,１０ｇ,局,,,沈降炭酸カルシウム「ケンエー」,健栄製薬,,,,9.7,,
内用薬,2344008F1081,沈降炭酸カルシウム,５００ｍｇ１錠,局,,,炭カル錠５００ｍｇ「旭化成」,旭化成ファーマ,後発品,,,6.1,,
内用薬,2344009C1039,酸化マグネシウム,８３％１ｇ,,,,酸化マグネシウム細粒８３％「ケンエー」,健栄製薬,後発品,,,8.4,,
内用薬,2344009C1047,酸化マグネシウム,８３％１ｇ,,,,酸化マグネシウム細粒８３％〈ハチ〉,東洋製薬化成,後発品,,,8.4,R8.3.31まで,
内用薬,2344009C1055,酸化マグネシウム,８３％１ｇ,,,,マグミット細粒８３％,マグミット製薬,後発品,,,8.4,,
内用薬,2344009C1063,酸化マグネシウム,８３％１ｇ,,,,酸化マグネシウム細粒８３％「ヨシダ」,吉田製薬,後発品,,,8.9,,
内用薬,2344009F1019,酸化マグネシウム,２５０ｍｇ１錠,,,,酸化マグネシウム２５０ｍｇ錠,,後発品,,,5.9,,
内用薬,2344009F2015,酸化マグネシウム,３３０ｍｇ１錠,,,,酸化マグネシウム３３０ｍｇ錠,,後発品,,,5.9,,
内用薬,2344009F3011,酸化マグネシウム,２００ｍｇ１錠,,,,酸化マグネシウム２００ｍｇ錠,,後発品,,,5.9,,
内用薬,2344009F4018,酸化マグネシウム,５００ｍｇ１錠,,,,酸化マグネシウム５００ｍｇ錠,,後発品,,,5.9,,
内用薬,2344009F5030,酸化マグネシウム,３００ｍｇ１錠,,,,酸化マグネシウム錠３００ｍｇ「ヨシダ」,吉田製薬,後発品,,,5.9,,
内用薬,2344009F6037,酸化マグネシウム,４００ｍｇ１錠,,,,酸化マグネシウム錠４００ｍｇ「ヨシダ」,吉田製薬,後発品,,,5.9,,
内用薬,2344009F7025,酸化マグネシウム,１００ｍｇ１錠,,,,マグミット錠１００ｍｇ,マグミット製薬,,先発品,,12.7,,R7.10.22収載
内用薬,2349101D1202,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,ディクアノン懸濁用配合顆粒,日新製薬（山形）,後発品,,,6.7,,
内用薬,2349101D1237,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,マルファ懸濁用配合顆粒,東洋製薬化成,後発品,,,10.1,,
内用薬,2349101D1245,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,マーレッジ懸濁用配合ＤＳ,東和薬品,後発品,,,6.7,R8.3.31まで,
内用薬,2349101D1261,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,リタロクス懸濁用配合顆粒,鶴原製薬,後発品,,,6.7,,
内用薬,2354001X1022,カスカラサグラダ流エキス,１０ｍＬ,,,※,カスカラサグラダ流エキス（司生堂）,司生堂製薬,後発品,,,13.4,,
内用薬,2354002F1030,センナエキス,４０ｍｇ１錠,,,,アジャストＡコーワ錠４０ｍｇ,興和,,,,6.1,,
内用薬,2354002F2028,センナエキス,８０ｍｇ１錠,,,,ヨーデルＳ糖衣錠－８０,藤本製薬,後発品,,,6.1,,
内用薬,2354003F2014,センノシド,１２ｍｇ１錠,,,,センノシド１２ｍｇ錠,,後発品,,,5.3,,
内用薬,2354003F2316,センノシド,１２ｍｇ１錠,,,,プルゼニド錠１２ｍｇ,サンファーマ,,準先発品,○,5.9,,
内用薬,2355001X1011,硫酸カリウム,１０ｇ,局,,,硫酸カリウム,,,,,12.1,,
内用薬,2355002X1016,硫酸マグネシウム水和物,１０ｇ,局,,,硫酸マグネシウム水和物,,,,,7.7,,
内用薬,2356001X1019,ヒマシ油,１０ｍＬ,局,,,ヒマシ油,,,,,11.9,,
内用薬,2356001X1124,ヒマシ油,１０ｍＬ,局,,,ヒマシ油「東海」,大成薬品工業,,,,13.4,,
内用薬,2356001X1183,ヒマシ油,１０ｍＬ,局,,※,ヒマシ油（山善）,山善製薬,,,,14.2,,
内用薬,2356001X1248,ヒマシ油,１０ｍＬ,局,,,ヒマシ油「ニッコー」,日興製薬,,,,13.4,,
内用薬,2356002X1013,加香ヒマシ油,１０ｍＬ,局,,,加香ヒマシ油,,,,,12.4,,
内用薬,2359001X2017,カルメロースナトリウム,１ｇ,局,,,カルメロースナトリウム,,,,,7.5,,
内用薬,2359005D1128,ピコスルファートナトリウム水和物,１％１ｇ,,,,ピコスルファートナトリウム顆粒１％「ゼリア」,日新製薬（山形）,後発品,,,14.1,,
内用薬,2359005F1013,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,ピコスルファートナトリウム２．５ｍｇ錠,,★,,,6.1,,
内用薬,2359005F1218,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,ラキソベロン錠２．５ｍｇ,帝人ファーマ,,先発品,,6.1,,
内用薬,2359005R1109,ピコスルファートナトリウム水和物,１％１ｇ,,,,スナイリンドライシロップ１％,ヴィアトリス・ヘルスケア,後発品,,,20.0,,
内用薬,2359005S1011,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ピコスルファートナトリウム０．７５％液,,後発品,,,7.5,,
内用薬,2359005S1240,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ラキソベロン内用液０．７５％,帝人ファーマ,,先発品,○,14.5,,
内用薬,2359005S1291,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ピコスルファートナトリウム内用液０．７５％「ＪＧ」,長生堂製薬,後発品,,,8.5,,
内用薬,2359005S1356,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ピコスルファートＮａ内用液０．７５％「ＮＩＧ」,日医工岐阜工場,後発品,,,8.5,,
内用薬,2359006M1025,ルビプロストン,２４μｇ１カプセル,,,,アミティーザカプセル２４μｇ,ヴィアトリス製薬,,先発品,,96.9,,
内用薬,2359006M2021,ルビプロストン,１２μｇ１カプセル,,,,アミティーザカプセル１２μｇ,ヴィアトリス製薬,,先発品,,48.2,,
内用薬,2359007F1020,ナルデメジントシル酸塩,０．２ｍｇ１錠,,,,スインプロイク錠０．２ｍｇ,塩野義製薬,,先発品,,277.1,,
内用薬,2359008F1025,エロビキシバット水和物,５ｍｇ１錠,,,,グーフィス錠５ｍｇ,ＥＡファーマ,,先発品,,80.2,,
内用薬,2359102X1056,センナ・センナ実,１ｇ,,,,ピムロ顆粒,本草製薬,後発品,,,7.9,,
内用薬,2359102X1072,センナ・センナ実,１ｇ,,,,アローゼン顆粒,サンファーマ,,,,6.7,,
内用薬,2359103X1034,ダイオウ・センナ配合剤,１錠,,,,セチロ配合錠,ジェイドルフ製薬,,,,5.9,,
内用薬,2359106B1022,複方カンゾウ,１ｇ,,,,複方甘草散「スズ」,鈴粉末薬品,後発品,,,6.2,,
内用薬,2359108F1066,ジオクチルソジウムスルホサクシネート・カサンスラノール,１錠,,,,ビーマス配合錠,日本臓器製薬,後発品,,,5.9,R8.3.31まで,
内用薬,2359110B1037,マクロゴール４０００・塩化ナトリウム・炭酸水素ナトリウム・塩化カリウム,６．８５２３ｇ１包,,,,モビコール配合内用剤ＬＤ,ＥＡファーマ,,先発品,,61.4,,
内用薬,2359110B2025,マクロゴール４０００・塩化ナトリウム・炭酸水素ナトリウム・塩化カリウム,１３．７０４６ｇ１包,,,,モビコール配合内用剤ＨＤ,ＥＡファーマ,,先発品,,110.8,,
内用薬,2362001D1060,ウルソデオキシコール酸,５％１ｇ,局,,,ウルソ顆粒５％,田辺ファーマ,,,,7.7,,
内用薬,2362001F1010,ウルソデオキシコール酸,５０ｍｇ１錠,,,,ウルソデオキシコール酸５０ｍｇ錠,,後発品,,,10.4,,
内用薬,2362001F1088,ウルソデオキシコール酸,５０ｍｇ１錠,局,,,ウルソ錠５０ｍｇ,田辺ファーマ,,,,10.4,,
内用薬,2362001F2017,ウルソデオキシコール酸,１００ｍｇ１錠,,,,ウルソデオキシコール酸１００ｍｇ錠,,後発品,,,10.4,,
内用薬,2362001F2149,ウルソデオキシコール酸,１００ｍｇ１錠,局,,,ウルソ錠１００ｍｇ,田辺ファーマ,,,,10.4,,
内用薬,2362003M2031,ケノデオキシコール酸,１２５ｍｇ１カプセル,,,,チノカプセル１２５,藤本製薬,,先発品,,21.8,,
内用薬,2369003F1037,トレピブトン,４０ｍｇ１錠,,,,スパカール錠４０ｍｇ,大原薬品工業,,先発品,,15.3,,
内用薬,2391001F3023,オンダンセトロン塩酸塩水和物,２ｍｇ１錠,,,,オンダンセトロンＯＤフィルム２ｍｇ「ＧＦＰ」,ミヤリサン製薬,後発品,,,286.5,,
内用薬,2391001F4020,オンダンセトロン塩酸塩水和物,４ｍｇ１錠,,,,オンダンセトロンＯＤフィルム４ｍｇ「ＧＦＰ」,ミヤリサン製薬,後発品,,,341.3,,
内用薬,2391002C1037,グラニセトロン塩酸塩,２ｍｇ１包,,,,カイトリル細粒０．４％,太陽ファルマ,,先発品,,596.2,,
内用薬,2391002F1025,グラニセトロン塩酸塩,１ｍｇ１錠,,,,カイトリル錠１ｍｇ,太陽ファルマ,,先発品,,297.1,,
内用薬,2391002F2021,グラニセトロン塩酸塩,２ｍｇ１錠,,,,カイトリル錠２ｍｇ,太陽ファルマ,,先発品,,632.5,,
内用薬,2391002Q1026,グラニセトロン塩酸塩,１ｍｇ１包,,,,グラニセトロン内服ゼリー１ｍｇ「ケミファ」,日医工,後発品,,,366.1,,
内用薬,2391002Q2022,グラニセトロン塩酸塩,２ｍｇ１包,,,,グラニセトロン内服ゼリー２ｍｇ「ケミファ」,日医工,後発品,,,588.2,,
内用薬,2391004F1024,ラモセトロン塩酸塩,０．１ｍｇ１錠,,,,ナゼアＯＤ錠０．１ｍｇ,ＬＴＬファーマ,,先発品,,640.5,,
内用薬,2391008M1021,アプレピタント,８０ｍｇ１カプセル,,,,イメンドカプセル８０ｍｇ,小野薬品工業,,先発品,○,1536.4,R8.3.31まで,
内用薬,2391008M1030,アプレピタント,８０ｍｇ１カプセル,,,,アプレピタントカプセル８０ｍｇ「ＮＫ」,日本化薬,後発品,,,636.0,,
内用薬,2391008M1048,アプレピタント,８０ｍｇ１カプセル,,,,アプレピタントカプセル８０ｍｇ「サワイ」,沢井製薬,後発品,,,636.0,,
内用薬,2391008M2028,アプレピタント,１２５ｍｇ１カプセル,,,,イメンドカプセル１２５ｍｇ,小野薬品工業,,先発品,○,2371.0,R8.3.31まで,
内用薬,2391008M2036,アプレピタント,１２５ｍｇ１カプセル,,,,アプレピタントカプセル１２５ｍｇ「ＮＫ」,日本化薬,後発品,,,1032.1,,
内用薬,2391008M2044,アプレピタント,１２５ｍｇ１カプセル,,,,アプレピタントカプセル１２５ｍｇ「サワイ」,沢井製薬,後発品,,,1032.1,,
内用薬,2391008M3024,アプレピタント,１セット,,,,イメンドカプセルセット,小野薬品工業,,先発品,○,5443.8,R8.3.31まで,
内用薬,2391008M3032,アプレピタント,１セット,,,,アプレピタントカプセルセット「ＮＫ」,日本化薬,後発品,,,2304.1,,
内用薬,2391008M3040,アプレピタント,１セット,,,,アプレピタントカプセルセット「サワイ」,沢井製薬,後発品,,,2304.1,,
内用薬,2399004C1077,メトクロプラミド,２％１ｇ,,,,プリンペラン細粒２％,日医工,,準先発品,○,11.3,,
内用薬,2399004C1107,メトクロプラミド,２％１ｇ,,,,メトクロプラミド細粒２％「ツルハラ」,鶴原製薬,後発品,,,6.5,,
内用薬,2399004F1014,メトクロプラミド,５ｍｇ１錠,,,,メトクロプラミド５ｍｇ錠,,後発品,,,5.9,,
内用薬,2399004F1200,メトクロプラミド,５ｍｇ１錠,局,,,プリンペラン錠５,日医工,,準先発品,○,6.7,,
内用薬,2399004Q1090,メトクロプラミド,０．１％１０ｍＬ,,,,プリンペランシロップ０．１％,日医工,,,,23.3,,
内用薬,2399005F1019,ドンペリドン,５ｍｇ１錠,,,,ドンペリドン５ｍｇ錠,,★,,,6.1,,
内用薬,2399005F1027,ドンペリドン,５ｍｇ１錠,,,,ナウゼリン錠５,協和キリン,,先発品,,6.1,,
内用薬,2399005F1183,ドンペリドン,５ｍｇ１錠,,,,ドンペリドン錠５ｍｇ「ＥＭＥＣ」,アルフレッサファーマ,★,,,8.9,,
内用薬,2399005F2015,ドンペリドン,１０ｍｇ１錠,,,,ドンペリドン１０ｍｇ錠,,後発品,,,6.1,,
内用薬,2399005F2023,ドンペリドン,１０ｍｇ１錠,,,,ナウゼリン錠１０,協和キリン,,先発品,○,8.8,,
内用薬,2399005F2260,ドンペリドン,１０ｍｇ１錠,,,,ドンペリドン錠１０ｍｇ「ＥＭＥＣ」,アルフレッサファーマ,★,,,8.9,,
内用薬,2399005F3020,ドンペリドン,５ｍｇ１錠,,,,ナウゼリンＯＤ錠５,協和キリン,,先発品,,6.1,,
内用薬,2399005F4026,ドンペリドン,１０ｍｇ１錠,,,,ナウゼリンＯＤ錠１０,協和キリン,,先発品,○,8.8,,
内用薬,2399005R1015,ドンペリドン,１％１ｇ,,,,ドンペリドン１％シロップ用,,後発品,,,6.7,,
内用薬,2399005R1163,ドンペリドン,１％１ｇ,,,,ナウゼリンドライシロップ１％,協和キリン,,先発品,○,10.0,,
内用薬,2399006C1190,トリメブチンマレイン酸塩,２０％１ｇ,,,,トリメブチンマレイン酸塩細粒２０％「ツルハラ」,鶴原製薬,後発品,,,13.7,,
内用薬,2399006F1013,トリメブチンマレイン酸塩,１００ｍｇ１錠,,,,トリメブチンマレイン酸塩１００ｍｇ錠,,後発品,,,6.1,,
内用薬,2399008F1012,イトプリド塩酸塩,５０ｍｇ１錠,,,,イトプリド塩酸塩５０ｍｇ錠,,後発品,,,6.1,,
内用薬,2399008F1020,イトプリド塩酸塩,５０ｍｇ１錠,,,,ガナトン錠５０ｍｇ,ヴィアトリス製薬,,先発品,○,9.2,,
内用薬,2399009D2020,メサラジン,９４％１ｇ,,,,ペンタサ顆粒９４％,フェリング・ファーマ,,先発品,,100.1,,
内用薬,2399009F1092,メサラジン,２５０ｍｇ１錠,局,,,メサラジン錠２５０ｍｇ「ケミファ」,日本ケミファ,後発品,,,16.8,,
内用薬,2399009F1149,メサラジン,２５０ｍｇ１錠,局,,,ペンタサ錠２５０ｍｇ,フェリング・ファーマ,,先発品,○,27.6,,
内用薬,2399009F1181,メサラジン,２５０ｍｇ１錠,局,,,メサラジン徐放錠２５０ｍｇ「日医工Ｐ」,日医工ファーマ,後発品,,,14.7,,
内用薬,2399009F1190,メサラジン,２５０ｍｇ１錠,局,,,メサラジン徐放錠２５０ｍｇ「トーワ」,東和薬品,後発品,,,14.7,,
内用薬,2399009F2030,メサラジン,５００ｍｇ１錠,局,,,ペンタサ錠５００ｍｇ,フェリング・ファーマ,,先発品,○,48.8,,
内用薬,2399009F2064,メサラジン,５００ｍｇ１錠,局,,,メサラジン錠５００ｍｇ「ケミファ」,日本ケミファ,後発品,,,26.6,,
内用薬,2399009F2170,メサラジン,５００ｍｇ１錠,局,,,メサラジン徐放錠５００ｍｇ「日医工Ｐ」,日医工ファーマ,後発品,,,26.6,,
